# time (microsecs), P (dry), P (sat.)
24.90,-0.07,0.05
24.90,-0.07,0.05
24.90,-0.07,0.05
24.91,-0.07,0.05
24.91,-0.07,0.05
24.92,-0.07,0.05
24.92,-0.06,0.05
24.92,-0.06,0.05
24.93,-0.06,0.05
24.93,-0.06,0.05
24.94,-0.06,0.05
24.94,-0.06,0.05
24.94,-0.05,0.05
24.95,-0.05,0.05
24.95,-0.05,0.05
24.96,-0.05,0.05
24.96,-0.05,0.05
24.96,-0.04,0.05
24.97,-0.04,0.05
24.97,-0.04,0.05
24.98,-0.04,0.05
