# time (microsecs), P (dry), P (sat.)
20.51,0.09,0.19
20.52,0.08,0.19
20.52,0.09,0.19
20.52,0.09,0.19
20.53,0.09,0.18
20.53,0.09,0.18
20.54,0.09,0.18
20.54,0.09,0.18
20.54,0.09,0.18
20.55,0.09,0.18
20.55,0.09,0.17
20.56,0.09,0.17
20.56,0.09,0.17
20.56,0.09,0.17
20.57,0.09,0.17
20.57,0.09,0.17
20.58,0.10,0.17
20.58,0.09,0.16
20.58,0.10,0.16
20.59,0.09,0.16
20.59,0.10,0.16
20.60,0.10,0.16
20.60,0.10,0.16
20.60,0.10,0.16
20.61,0.10,0.16
20.61,0.10,0.16
20.62,0.10,0.15
20.62,0.10,0.15
20.62,0.10,0.15
20.63,0.10,0.15
20.63,0.10,0.15
20.64,0.10,0.15
20.64,0.10,0.15
20.64,0.10,0.14
20.65,0.10,0.14
20.65,0.10,0.14
20.66,0.11,0.14
20.66,0.10,0.14
20.66,0.11,0.14
20.67,0.11,0.14
20.67,0.11,0.14
20.68,0.10,0.14
20.68,0.11,0.13
20.68,0.11,0.13
20.69,0.11,0.13
20.69,0.10,0.13
20.70,0.11,0.13
20.70,0.11,0.13
20.70,0.11,0.13
20.71,0.11,0.12
20.71,0.11,0.12
20.72,0.11,0.12
20.72,0.11,0.12
20.72,0.11,0.12
20.73,0.11,0.12
20.73,0.11,0.12
20.74,0.11,0.12
20.74,0.11,0.12
20.74,0.11,0.11
20.75,0.11,0.11
20.75,0.11,0.11
20.76,0.11,0.11
20.76,0.11,0.11
20.76,0.11,0.11
20.77,0.11,0.11
20.77,0.11,0.11
20.78,0.11,0.11
20.78,0.11,0.11
20.78,0.11,0.11
20.79,0.11,0.10
20.79,0.11,0.10
20.80,0.11,0.10
20.80,0.11,0.10
20.80,0.11,0.10
20.81,0.11,0.10
20.81,0.11,0.10
20.82,0.11,0.10
20.82,0.11,0.10
20.82,0.11,0.10
20.83,0.11,0.09
20.83,0.11,0.09
20.84,0.11,0.09
20.84,0.11,0.09
20.84,0.11,0.09
20.85,0.11,0.09
20.85,0.11,0.09
20.86,0.11,0.09
20.86,0.11,0.09
20.86,0.11,0.09
20.87,0.11,0.09
20.87,0.11,0.09
20.88,0.11,0.09
20.88,0.11,0.09
20.88,0.11,0.08
20.89,0.11,0.08
20.89,0.11,0.08
20.90,0.11,0.08
20.90,0.11,0.08
20.90,0.11,0.08
20.91,0.11,0.08
20.91,0.11,0.08
20.92,0.11,0.08
20.92,0.11,0.08
20.92,0.11,0.08
20.93,0.11,0.08
20.93,0.11,0.08
20.94,0.11,0.07
20.94,0.11,0.07
20.94,0.11,0.07
20.95,0.11,0.07
20.95,0.11,0.07
20.96,0.11,0.07
20.96,0.11,0.07
20.96,0.11,0.07
20.97,0.11,0.07
20.97,0.11,0.07
20.98,0.11,0.07
20.98,0.11,0.07
20.98,0.11,0.07
20.99,0.11,0.07
20.99,0.11,0.07
21.00,0.11,0.07
21.00,0.11,0.07
21.00,0.11,0.07
21.01,0.11,0.07
21.01,0.11,0.07
21.02,0.11,0.06
21.02,0.11,0.06
21.02,0.11,0.06
21.03,0.11,0.06
21.03,0.11,0.06
21.04,0.11,0.06
21.04,0.11,0.06
21.04,0.11,0.06
21.05,0.11,0.06
21.05,0.11,0.06
21.06,0.11,0.06
21.06,0.10,0.06
21.06,0.11,0.06
21.07,0.11,0.06
21.07,0.11,0.06
21.08,0.10,0.06
21.08,0.11,0.06
21.08,0.10,0.06
21.09,0.11,0.06
21.09,0.11,0.06
21.10,0.11,0.06
21.10,0.10,0.06
21.10,0.10,0.06
21.11,0.10,0.06
21.11,0.10,0.05
21.12,0.11,0.05
21.12,0.10,0.05
21.12,0.10,0.05
21.13,0.10,0.05
21.13,0.10,0.05
21.14,0.10,0.05
21.14,0.10,0.05
21.14,0.10,0.05
21.15,0.10,0.05
21.15,0.10,0.05
21.16,0.10,0.05
21.16,0.10,0.05
21.16,0.10,0.05
21.17,0.09,0.05
21.17,0.09,0.05
21.18,0.09,0.05
21.18,0.09,0.05
21.18,0.09,0.05
21.19,0.09,0.05
21.19,0.09,0.05
21.20,0.09,0.05
21.20,0.09,0.05
21.20,0.09,0.05
21.21,0.09,0.05
21.21,0.09,0.05
21.22,0.09,0.05
21.22,0.09,0.05
21.22,0.08,0.05
21.23,0.08,0.05
21.23,0.08,0.05
21.24,0.08,0.05
21.24,0.08,0.05
21.24,0.08,0.05
21.25,0.08,0.05
21.25,0.08,0.05
21.26,0.08,0.05
21.26,0.08,0.05
21.26,0.08,0.05
21.27,0.07,0.05
21.27,0.08,0.05
21.28,0.08,0.05
21.28,0.07,0.04
21.28,0.07,0.05
21.29,0.07,0.05
21.29,0.07,0.05
21.30,0.07,0.05
21.30,0.07,0.04
21.30,0.07,0.05
21.31,0.07,0.05
21.31,0.07,0.05
21.32,0.07,0.05
21.32,0.06,0.04
21.32,0.06,0.04
21.33,0.06,0.04
21.33,0.06,0.04
21.34,0.06,0.04
21.34,0.06,0.04
21.34,0.06,0.04
21.35,0.06,0.04
21.35,0.06,0.04
21.36,0.05,0.04
21.36,0.06,0.04
21.36,0.05,0.04
21.37,0.05,0.04
21.37,0.06,0.04
21.38,0.05,0.04
21.38,0.05,0.05
21.38,0.05,0.04
21.39,0.05,0.04
21.39,0.05,0.04
21.40,0.05,0.04
21.40,0.05,0.04
21.40,0.04,0.04
21.41,0.04,0.04
21.41,0.04,0.04
21.42,0.04,0.04
21.42,0.04,0.04
21.42,0.04,0.04
21.43,0.04,0.04
21.43,0.04,0.04
21.44,0.04,0.04
21.44,0.04,0.04
21.44,0.04,0.04
21.45,0.04,0.04
21.45,0.04,0.04
21.46,0.03,0.04
21.46,0.03,0.04
21.46,0.03,0.04
21.47,0.03,0.04
21.47,0.03,0.04
21.48,0.03,0.04
21.48,0.03,0.04
21.48,0.02,0.04
21.49,0.03,0.04
21.49,0.02,0.05
21.50,0.02,0.04
21.50,0.02,0.04
21.50,0.02,0.05
21.51,0.02,0.05
21.51,0.02,0.05
21.52,0.02,0.05
21.52,0.01,0.05
21.52,0.02,0.05
21.53,0.01,0.05
21.53,0.01,0.05
21.54,0.01,0.05
21.54,0.01,0.05
21.54,0.01,0.05
21.55,0.01,0.05
21.55,0.01,0.05
21.56,0.01,0.05
21.56,0.01,0.05
21.56,0.00,0.05
21.57,0.01,0.05
21.57,0.00,0.05
21.58,0.00,0.05
21.58,0.00,0.05
21.58,0.00,0.05
21.59,-0.00,0.05
21.59,0.00,0.05
21.60,-0.00,0.05
21.60,0.00,0.05
21.60,-0.00,0.05
21.61,-0.00,0.05
21.61,-0.01,0.05
21.62,-0.00,0.05
21.62,-0.01,0.05
21.62,-0.01,0.05
21.63,-0.01,0.05
21.63,-0.01,0.05
21.64,-0.01,0.05
21.64,-0.01,0.05
21.64,-0.01,0.05
21.65,-0.01,0.05
21.65,-0.01,0.05
21.66,-0.01,0.05
21.66,-0.01,0.05
21.66,-0.01,0.05
21.67,-0.01,0.05
21.67,-0.01,0.05
21.68,-0.02,0.05
21.68,-0.02,0.05
21.68,-0.02,0.05
21.69,-0.02,0.05
21.69,-0.02,0.05
21.70,-0.02,0.05
21.70,-0.03,0.05
21.70,-0.03,0.05
21.71,-0.02,0.05
21.71,-0.02,0.05
21.72,-0.03,0.05
21.72,-0.03,0.05
21.72,-0.03,0.05
21.73,-0.03,0.05
21.73,-0.03,0.05
21.74,-0.03,0.05
21.74,-0.04,0.05
21.74,-0.03,0.05
21.75,-0.04,0.05
21.75,-0.04,0.05
21.76,-0.04,0.05
21.76,-0.04,0.05
21.76,-0.04,0.05
21.77,-0.04,0.05
21.77,-0.04,0.05
21.78,-0.04,0.05
21.78,-0.04,0.05
21.78,-0.04,0.05
21.79,-0.05,0.06
21.79,-0.04,0.06
21.80,-0.04,0.06
21.80,-0.05,0.06
21.80,-0.05,0.06
21.81,-0.05,0.06
21.81,-0.05,0.06
21.82,-0.05,0.06
21.82,-0.05,0.06
21.82,-0.05,0.06
21.83,-0.06,0.06
21.83,-0.05,0.06
21.84,-0.05,0.06
21.84,-0.05,0.06
21.84,-0.06,0.06
21.85,-0.06,0.06
21.85,-0.06,0.06
21.86,-0.06,0.06
21.86,-0.06,0.06
21.86,-0.06,0.06
21.87,-0.06,0.06
21.87,-0.06,0.06
21.88,-0.07,0.06
21.88,-0.06,0.06
21.88,-0.07,0.06
21.89,-0.07,0.06
21.89,-0.07,0.06
21.90,-0.07,0.06
21.90,-0.07,0.06
21.90,-0.07,0.06
21.91,-0.07,0.06
21.91,-0.07,0.06
21.92,-0.07,0.06
21.92,-0.08,0.06
21.92,-0.07,0.06
21.93,-0.08,0.06
21.93,-0.07,0.06
21.94,-0.08,0.06
21.94,-0.08,0.06
21.94,-0.08,0.06
21.95,-0.08,0.06
21.95,-0.08,0.06
21.96,-0.08,0.06
21.96,-0.08,0.06
21.96,-0.08,0.06
21.97,-0.08,0.07
21.97,-0.09,0.07
21.98,-0.08,0.07
21.98,-0.09,0.07
21.98,-0.08,0.07
21.99,-0.09,0.07
21.99,-0.09,0.07
22.00,-0.09,0.07
22.00,-0.08,0.07
22.00,-0.09,0.07
22.01,-0.09,0.07
22.01,-0.09,0.07
22.02,-0.09,0.07
22.02,-0.09,0.07
22.02,-0.09,0.07
22.03,-0.09,0.07
22.03,-0.09,0.07
22.04,-0.09,0.07
22.04,-0.09,0.07
22.04,-0.10,0.07
22.05,-0.10,0.07
22.05,-0.10,0.07
22.06,-0.10,0.07
22.06,-0.10,0.07
22.06,-0.10,0.07
22.07,-0.10,0.07
22.07,-0.10,0.07
22.08,-0.10,0.07
22.08,-0.10,0.07
22.08,-0.10,0.07
22.09,-0.10,0.07
22.09,-0.10,0.07
22.10,-0.10,0.07
22.10,-0.11,0.07
22.10,-0.11,0.07
22.11,-0.11,0.07
22.11,-0.11,0.07
22.12,-0.11,0.07
22.12,-0.11,0.07
22.12,-0.11,0.07
22.13,-0.11,0.07
22.13,-0.11,0.07
22.14,-0.11,0.07
22.14,-0.11,0.07
22.14,-0.11,0.07
22.15,-0.11,0.07
22.15,-0.11,0.07
22.16,-0.12,0.07
22.16,-0.12,0.07
22.16,-0.12,0.07
22.17,-0.12,0.07
22.17,-0.12,0.07
22.18,-0.12,0.07
22.18,-0.12,0.07
22.18,-0.12,0.07
22.19,-0.12,0.07
22.19,-0.12,0.07
22.20,-0.12,0.07
22.20,-0.12,0.07
22.20,-0.12,0.07
22.21,-0.12,0.07
22.21,-0.12,0.07
22.22,-0.12,0.07
22.22,-0.12,0.07
22.22,-0.12,0.07
22.23,-0.12,0.07
22.23,-0.12,0.07
22.24,-0.12,0.07
22.24,-0.12,0.07
22.24,-0.12,0.07
22.25,-0.12,0.07
22.25,-0.13,0.07
22.26,-0.12,0.07
22.26,-0.12,0.08
22.26,-0.13,0.07
22.27,-0.12,0.07
22.27,-0.13,0.07
22.28,-0.13,0.07
22.28,-0.12,0.07
22.28,-0.12,0.07
22.29,-0.13,0.07
22.29,-0.13,0.07
22.30,-0.12,0.08
22.30,-0.13,0.08
22.30,-0.13,0.08
22.31,-0.13,0.07
22.31,-0.13,0.07
22.32,-0.13,0.07
22.32,-0.13,0.08
22.32,-0.13,0.08
22.33,-0.13,0.08
22.33,-0.13,0.08
22.34,-0.13,0.08
22.34,-0.13,0.07
22.34,-0.13,0.07
22.35,-0.13,0.07
22.35,-0.13,0.07
22.36,-0.13,0.08
22.36,-0.13,0.08
22.36,-0.13,0.08
22.37,-0.13,0.08
22.37,-0.13,0.08
22.38,-0.13,0.08
22.38,-0.13,0.08
22.38,-0.13,0.08
22.39,-0.13,0.08
22.39,-0.13,0.08
22.40,-0.13,0.08
22.40,-0.13,0.08
22.40,-0.13,0.08
22.41,-0.13,0.08
22.41,-0.13,0.08
22.42,-0.13,0.08
22.42,-0.13,0.08
22.42,-0.13,0.08
22.43,-0.13,0.08
22.43,-0.13,0.07
22.44,-0.13,0.08
22.44,-0.13,0.08
22.44,-0.13,0.08
22.45,-0.13,0.08
22.45,-0.13,0.08
22.46,-0.13,0.08
22.46,-0.13,0.07
22.46,-0.13,0.07
22.47,-0.13,0.07
22.47,-0.13,0.07
22.48,-0.13,0.07
22.48,-0.13,0.07
22.48,-0.13,0.08
22.49,-0.13,0.08
22.49,-0.13,0.08
22.50,-0.13,0.08
22.50,-0.13,0.07
22.50,-0.13,0.07
22.51,-0.13,0.07
22.51,-0.13,0.07
22.52,-0.13,0.07
22.52,-0.13,0.08
22.52,-0.13,0.07
22.53,-0.13,0.07
22.53,-0.13,0.07
22.54,-0.13,0.07
22.54,-0.12,0.07
22.54,-0.13,0.07
22.55,-0.13,0.07
22.55,-0.12,0.07
22.56,-0.13,0.07
22.56,-0.13,0.07
22.56,-0.12,0.07
22.57,-0.13,0.07
22.57,-0.12,0.07
22.58,-0.12,0.07
22.58,-0.12,0.07
22.58,-0.12,0.07
22.59,-0.12,0.07
22.59,-0.12,0.07
22.60,-0.13,0.07
22.60,-0.12,0.07
22.60,-0.12,0.07
22.61,-0.12,0.07
22.61,-0.12,0.07
22.62,-0.12,0.07
22.62,-0.12,0.07
22.62,-0.12,0.07
22.63,-0.12,0.07
22.63,-0.12,0.07
22.64,-0.12,0.07
22.64,-0.12,0.07
22.64,-0.12,0.07
22.65,-0.12,0.07
22.65,-0.12,0.07
22.66,-0.12,0.07
22.66,-0.12,0.07
22.66,-0.12,0.07
22.67,-0.12,0.07
22.67,-0.12,0.07
22.68,-0.12,0.07
22.68,-0.12,0.07
22.68,-0.12,0.07
22.69,-0.12,0.07
22.69,-0.12,0.07
22.70,-0.12,0.07
22.70,-0.11,0.07
22.70,-0.11,0.07
22.71,-0.11,0.07
22.71,-0.11,0.07
22.72,-0.11,0.07
22.72,-0.11,0.07
22.72,-0.11,0.07
22.73,-0.11,0.07
22.73,-0.11,0.07
22.74,-0.11,0.07
22.74,-0.11,0.07
22.74,-0.11,0.07
22.75,-0.11,0.07
22.75,-0.11,0.07
22.76,-0.11,0.07
22.76,-0.11,0.07
22.76,-0.11,0.07
22.77,-0.11,0.07
22.77,-0.11,0.07
22.78,-0.11,0.07
22.78,-0.11,0.07
22.78,-0.11,0.07
22.79,-0.11,0.07
22.79,-0.10,0.07
22.80,-0.10,0.07
22.80,-0.11,0.07
22.80,-0.10,0.07
22.81,-0.10,0.07
22.81,-0.10,0.07
22.82,-0.10,0.07
22.82,-0.10,0.07
22.82,-0.10,0.07
22.83,-0.10,0.07
22.83,-0.10,0.07
22.84,-0.10,0.07
22.84,-0.10,0.07
22.84,-0.10,0.07
22.85,-0.10,0.07
22.85,-0.10,0.07
22.86,-0.10,0.07
22.86,-0.09,0.07
22.86,-0.09,0.07
22.87,-0.10,0.06
22.87,-0.10,0.06
22.88,-0.10,0.06
22.88,-0.10,0.06
22.88,-0.09,0.06
22.89,-0.09,0.06
22.89,-0.09,0.06
22.90,-0.09,0.06
22.90,-0.09,0.06
22.90,-0.09,0.06
22.91,-0.09,0.06
22.91,-0.09,0.06
22.92,-0.09,0.06
22.92,-0.09,0.06
22.92,-0.09,0.06
22.93,-0.09,0.06
22.93,-0.09,0.06
22.94,-0.09,0.06
22.94,-0.09,0.06
22.94,-0.09,0.06
22.95,-0.09,0.06
22.95,-0.09,0.06
22.96,-0.09,0.06
22.96,-0.09,0.06
22.96,-0.09,0.06
22.97,-0.08,0.06
22.97,-0.09,0.06
22.98,-0.08,0.06
22.98,-0.08,0.06
22.98,-0.09,0.06
22.99,-0.08,0.06
22.99,-0.08,0.06
23.00,-0.09,0.06
23.00,-0.08,0.06
23.00,-0.09,0.06
23.01,-0.08,0.06
23.01,-0.08,0.06
23.02,-0.08,0.06
23.02,-0.08,0.06
23.02,-0.08,0.06
23.03,-0.08,0.06
23.03,-0.08,0.06
23.04,-0.08,0.05
23.04,-0.08,0.05
23.04,-0.08,0.05
23.05,-0.08,0.05
23.05,-0.08,0.05
23.06,-0.08,0.05
23.06,-0.08,0.05
23.06,-0.08,0.05
23.07,-0.08,0.05
23.07,-0.08,0.05
23.08,-0.08,0.05
23.08,-0.08,0.05
23.08,-0.08,0.05
23.09,-0.08,0.05
23.09,-0.08,0.05
23.10,-0.08,0.05
23.10,-0.08,0.05
23.10,-0.08,0.05
23.11,-0.08,0.05
23.11,-0.08,0.05
23.12,-0.08,0.05
23.12,-0.07,0.05
23.12,-0.08,0.05
23.13,-0.08,0.05
23.13,-0.08,0.05
23.14,-0.07,0.05
23.14,-0.08,0.05
23.14,-0.08,0.05
23.15,-0.08,0.05
23.15,-0.08,0.05
23.16,-0.07,0.05
23.16,-0.08,0.05
23.16,-0.07,0.05
23.17,-0.08,0.05
23.17,-0.08,0.05
23.18,-0.08,0.05
23.18,-0.07,0.05
23.18,-0.08,0.05
23.19,-0.08,0.05
23.19,-0.07,0.05
23.20,-0.08,0.05
23.20,-0.08,0.05
23.20,-0.07,0.05
23.21,-0.07,0.05
23.21,-0.07,0.05
23.22,-0.07,0.05
23.22,-0.08,0.05
23.22,-0.08,0.05
23.23,-0.08,0.05
23.23,-0.07,0.05
23.24,-0.08,0.05
23.24,-0.08,0.05
23.24,-0.08,0.05
23.25,-0.07,0.05
23.25,-0.08,0.05
23.26,-0.08,0.05
23.26,-0.08,0.05
23.26,-0.08,0.05
23.27,-0.08,0.05
23.27,-0.08,0.05
23.28,-0.08,0.05
23.28,-0.08,0.05
23.28,-0.08,0.05
23.29,-0.08,0.05
23.29,-0.08,0.05
23.30,-0.08,0.04
23.30,-0.08,0.04
23.30,-0.08,0.04
23.31,-0.07,0.04
23.31,-0.08,0.04
23.32,-0.08,0.04
23.32,-0.08,0.04
23.32,-0.08,0.04
23.33,-0.08,0.04
23.33,-0.08,0.04
23.34,-0.08,0.04
23.34,-0.08,0.04
23.34,-0.08,0.04
23.35,-0.08,0.04
23.35,-0.08,0.04
23.36,-0.08,0.04
23.36,-0.08,0.04
23.36,-0.08,0.04
23.37,-0.08,0.04
23.37,-0.08,0.04
23.38,-0.08,0.04
23.38,-0.09,0.04
23.38,-0.08,0.04
23.39,-0.09,0.04
23.39,-0.08,0.04
23.40,-0.09,0.04
23.40,-0.09,0.04
23.40,-0.09,0.04
23.41,-0.08,0.04
23.41,-0.09,0.04
23.42,-0.09,0.04
23.42,-0.09,0.04
23.42,-0.09,0.04
23.43,-0.09,0.04
23.43,-0.09,0.04
23.44,-0.09,0.04
23.44,-0.09,0.04
23.44,-0.09,0.04
23.45,-0.09,0.04
23.45,-0.09,0.04
23.46,-0.09,0.04
23.46,-0.09,0.04
23.46,-0.10,0.04
23.47,-0.10,0.04
23.47,-0.10,0.04
23.48,-0.10,0.04
23.48,-0.10,0.04
23.48,-0.10,0.04
23.49,-0.10,0.04
23.49,-0.10,0.04
23.50,-0.10,0.04
23.50,-0.10,0.04
23.50,-0.10,0.04
23.51,-0.10,0.04
23.51,-0.10,0.04
23.52,-0.10,0.03
23.52,-0.10,0.03
23.52,-0.11,0.03
23.53,-0.11,0.03
23.53,-0.11,0.03
23.54,-0.11,0.04
23.54,-0.11,0.04
23.54,-0.11,0.04
23.55,-0.11,0.03
23.55,-0.11,0.03
23.56,-0.11,0.03
23.56,-0.11,0.03
23.56,-0.11,0.03
23.57,-0.12,0.03
23.57,-0.11,0.03
23.58,-0.12,0.03
23.58,-0.12,0.03
23.58,-0.12,0.03
23.59,-0.12,0.03
23.59,-0.12,0.03
23.60,-0.12,0.03
23.60,-0.12,0.03
23.60,-0.12,0.03
23.61,-0.12,0.03
23.61,-0.12,0.03
23.62,-0.12,0.03
23.62,-0.13,0.03
23.62,-0.13,0.03
23.63,-0.13,0.03
23.63,-0.12,0.03
23.64,-0.13,0.03
23.64,-0.13,0.03
23.64,-0.13,0.03
23.65,-0.13,0.03
23.65,-0.13,0.03
23.66,-0.13,0.03
23.66,-0.14,0.03
23.66,-0.13,0.03
23.67,-0.14,0.03
23.67,-0.14,0.03
23.68,-0.14,0.03
23.68,-0.14,0.03
23.68,-0.14,0.03
23.69,-0.14,0.03
23.69,-0.14,0.03
23.70,-0.15,0.03
23.70,-0.15,0.03
23.70,-0.14,0.03
23.71,-0.15,0.03
23.71,-0.15,0.03
23.72,-0.15,0.03
23.72,-0.15,0.03
23.72,-0.15,0.03
23.73,-0.15,0.03
23.73,-0.15,0.03
23.74,-0.16,0.03
23.74,-0.15,0.03
23.74,-0.16,0.03
23.75,-0.16,0.03
23.75,-0.16,0.03
23.76,-0.16,0.03
23.76,-0.16,0.03
23.76,-0.16,0.03
23.77,-0.16,0.03
23.77,-0.17,0.03
23.78,-0.17,0.03
23.78,-0.17,0.03
23.78,-0.17,0.03
23.79,-0.17,0.03
23.79,-0.17,0.03
23.80,-0.17,0.03
23.80,-0.17,0.03
23.80,-0.17,0.03
23.81,-0.17,0.03
23.81,-0.18,0.03
23.82,-0.17,0.03
23.82,-0.17,0.03
23.82,-0.18,0.03
23.83,-0.18,0.03
23.83,-0.18,0.03
23.84,-0.18,0.03
23.84,-0.18,0.03
23.84,-0.18,0.03
23.85,-0.18,0.03
23.85,-0.18,0.03
23.86,-0.19,0.03
23.86,-0.19,0.03
23.86,-0.19,0.03
23.87,-0.19,0.03
23.87,-0.19,0.03
23.88,-0.19,0.03
23.88,-0.19,0.03
23.88,-0.19,0.03
23.89,-0.19,0.03
23.89,-0.19,0.03
23.90,-0.19,0.03
23.90,-0.20,0.03
23.90,-0.19,0.03
23.91,-0.20,0.03
23.91,-0.20,0.03
23.92,-0.20,0.03
23.92,-0.20,0.03
23.92,-0.20,0.03
23.93,-0.20,0.03
23.93,-0.20,0.03
23.94,-0.21,0.03
23.94,-0.21,0.03
23.94,-0.21,0.03
23.95,-0.21,0.03
23.95,-0.21,0.03
23.96,-0.21,0.03
23.96,-0.21,0.03
23.96,-0.21,0.03
23.97,-0.21,0.03
23.97,-0.21,0.03
23.98,-0.21,0.03
23.98,-0.21,0.03
23.98,-0.21,0.03
23.99,-0.22,0.03
23.99,-0.22,0.03
24.00,-0.22,0.03
24.00,-0.22,0.03
24.00,-0.22,0.03
24.01,-0.22,0.03
24.01,-0.22,0.03
24.02,-0.22,0.03
24.02,-0.22,0.03
24.02,-0.22,0.03
24.03,-0.22,0.03
24.03,-0.22,0.03
24.04,-0.22,0.03
24.04,-0.22,0.03
24.04,-0.22,0.03
24.05,-0.22,0.03
24.05,-0.22,0.03
24.06,-0.23,0.03
24.06,-0.23,0.03
24.06,-0.23,0.03
24.07,-0.23,0.03
24.07,-0.23,0.03
24.08,-0.23,0.03
24.08,-0.23,0.03
24.08,-0.23,0.03
24.09,-0.23,0.03
24.09,-0.23,0.03
24.10,-0.23,0.03
24.10,-0.23,0.03
24.10,-0.23,0.03
24.11,-0.23,0.03
24.11,-0.23,0.03
24.12,-0.23,0.03
24.12,-0.23,0.03
24.12,-0.23,0.03
24.13,-0.23,0.03
24.13,-0.23,0.03
24.14,-0.24,0.03
24.14,-0.24,0.03
24.14,-0.23,0.03
24.15,-0.24,0.03
24.15,-0.24,0.03
24.16,-0.24,0.03
24.16,-0.24,0.03
24.16,-0.24,0.03
24.17,-0.24,0.03
24.17,-0.24,0.03
24.18,-0.24,0.03
24.18,-0.24,0.03
24.18,-0.24,0.03
24.19,-0.24,0.03
24.19,-0.24,0.03
24.20,-0.24,0.03
24.20,-0.24,0.03
24.20,-0.24,0.03
24.21,-0.24,0.03
24.21,-0.24,0.03
24.22,-0.24,0.03
24.22,-0.24,0.03
24.22,-0.24,0.03
24.23,-0.24,0.03
24.23,-0.24,0.03
24.24,-0.24,0.03
24.24,-0.24,0.03
24.24,-0.24,0.03
24.25,-0.24,0.03
24.25,-0.24,0.03
24.26,-0.24,0.03
24.26,-0.24,0.03
24.26,-0.24,0.03
24.27,-0.24,0.03
24.27,-0.24,0.03
24.28,-0.24,0.04
24.28,-0.24,0.04
24.28,-0.24,0.04
24.29,-0.24,0.03
24.29,-0.24,0.03
24.30,-0.24,0.03
24.30,-0.24,0.03
24.30,-0.24,0.03
24.31,-0.24,0.03
24.31,-0.24,0.03
24.32,-0.24,0.03
24.32,-0.24,0.03
24.32,-0.24,0.03
24.33,-0.24,0.03
24.33,-0.23,0.03
24.34,-0.24,0.03
24.34,-0.23,0.03
24.34,-0.23,0.03
24.35,-0.23,0.03
24.35,-0.23,0.04
24.36,-0.23,0.04
24.36,-0.23,0.04
24.36,-0.23,0.04
24.37,-0.23,0.04
24.37,-0.23,0.04
24.38,-0.23,0.04
24.38,-0.23,0.04
24.38,-0.23,0.04
24.39,-0.23,0.04
24.39,-0.23,0.04
24.40,-0.23,0.04
24.40,-0.22,0.04
24.40,-0.23,0.04
24.41,-0.23,0.04
24.41,-0.23,0.04
24.42,-0.22,0.04
24.42,-0.22,0.04
24.42,-0.22,0.04
24.43,-0.22,0.04
24.43,-0.22,0.04
24.44,-0.22,0.04
24.44,-0.22,0.04
24.44,-0.22,0.04
24.45,-0.22,0.04
24.45,-0.22,0.04
24.46,-0.22,0.04
24.46,-0.22,0.04
24.46,-0.22,0.04
24.47,-0.22,0.04
24.47,-0.22,0.04
24.48,-0.22,0.04
24.48,-0.22,0.04
24.48,-0.22,0.04
24.49,-0.21,0.04
24.49,-0.21,0.04
24.50,-0.21,0.04
24.50,-0.21,0.04
24.50,-0.21,0.04
24.51,-0.21,0.04
24.51,-0.20,0.04
24.52,-0.21,0.04
24.52,-0.20,0.04
24.52,-0.20,0.04
24.53,-0.20,0.04
24.53,-0.20,0.04
24.54,-0.20,0.04
24.54,-0.20,0.04
24.54,-0.19,0.04
24.55,-0.19,0.04
24.55,-0.19,0.04
24.56,-0.19,0.04
24.56,-0.19,0.04
24.56,-0.19,0.04
24.57,-0.19,0.04
24.57,-0.19,0.04
24.58,-0.19,0.04
24.58,-0.19,0.04
24.58,-0.19,0.04
24.59,-0.18,0.04
24.59,-0.19,0.04
24.60,-0.18,0.04
24.60,-0.18,0.04
24.60,-0.18,0.04
24.61,-0.18,0.04
24.61,-0.18,0.04
24.62,-0.18,0.04
24.62,-0.18,0.04
24.62,-0.17,0.04
24.63,-0.17,0.04
24.63,-0.17,0.04
24.64,-0.17,0.04
24.64,-0.17,0.04
24.64,-0.17,0.04
24.65,-0.17,0.04
24.65,-0.16,0.04
24.66,-0.16,0.04
24.66,-0.16,0.04
24.66,-0.16,0.04
24.67,-0.16,0.04
24.67,-0.15,0.04
24.68,-0.16,0.04
24.68,-0.15,0.04
24.68,-0.15,0.04
24.69,-0.15,0.04
24.69,-0.15,0.04
24.70,-0.15,0.04
24.70,-0.14,0.04
24.70,-0.14,0.04
24.71,-0.14,0.05
24.71,-0.14,0.05
24.72,-0.14,0.05
24.72,-0.14,0.05
24.72,-0.13,0.05
24.73,-0.13,0.05
24.73,-0.13,0.05
24.74,-0.13,0.05
24.74,-0.13,0.05
24.74,-0.13,0.05
24.75,-0.12,0.05
24.75,-0.12,0.05
24.76,-0.12,0.05
24.76,-0.12,0.05
24.76,-0.12,0.05
24.77,-0.12,0.05
24.77,-0.12,0.05
24.78,-0.12,0.05
24.78,-0.11,0.05
24.78,-0.11,0.05
24.79,-0.11,0.05
24.79,-0.11,0.05
24.80,-0.11,0.05
24.80,-0.10,0.05
24.80,-0.10,0.05
24.81,-0.10,0.05
24.81,-0.10,0.05
24.82,-0.10,0.05
24.82,-0.10,0.05
24.82,-0.10,0.05
24.83,-0.09,0.05
24.83,-0.09,0.05
24.84,-0.09,0.05
24.84,-0.09,0.05
24.84,-0.08,0.05
24.85,-0.08,0.05
24.85,-0.08,0.05
24.86,-0.08,0.05
24.86,-0.08,0.05
24.86,-0.08,0.05
24.87,-0.08,0.05
24.87,-0.08,0.05
24.88,-0.07,0.05
24.88,-0.07,0.05
24.88,-0.07,0.05
24.89,-0.07,0.05
24.89,-0.07,0.05
